image1,image2,image3,image4,image5,story
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4313917504.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4313182211.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4313919778.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4313184613.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4313920688.jpg,a local tourist and her friends visited the local streets . the streets were lined with signs explaining the streets . farmers and houses sold their produce at the farmer 's market . the streets were lined with palm trees and all types of things . outside the market was a huge variety of fresh fruit and vegetables .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4282718892.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4281974887.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4281975241.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4281977833.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4282724700.jpg,winter winter had arrived and we were desolate . we even found some birds on the beach . we got a new look at the beach . there was even an old cemetery . we really love location .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3694350550.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3690932194.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3694351198.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3691612846.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3694352398.jpg,family and grandkids all gathered at the park . we started the fireworks show on new year 's eve . it was so much fun to see little ones get excited . the fireworks show was just a huge success ! the whole family enjoyed the whole year .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/28415662.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/28415726.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/28415908.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/28784334.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/28416397.jpg,"[male] had to go to his dad 's house with his boyfriend [male] . first , [male] brought the couple to their house to head outside and hang out with the neighbor . they rented a fire in the night , and the fire would light up the night sky to show all the different colors of the fire . [male] was afraid the fire would start so he got back up and lit some wood on the fire . later on that night , [male] fell asleep on the couch in his tent . he woke up like a new man , enjoying the night ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1381813266.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1381813416.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1381813532.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1381813712.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1380913861.jpg,"location location was very special on our trip . we got to see what it looks like . we got to meet some artists who designed print art . the landscape was really cool , and showed the history that they have . after a few hours , we had a chance to pose for a family photo in front of this beautiful pyramids ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2079837028.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2079054475.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2079055049.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2079844244.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2079076011.jpg,i went to the farmers market last weekend . they had a lot of flowers inside . they had fruits to make fresh vegetables . they had many fresh looking things . there were many places to buy the food . they had a huge variety of produce and meats .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5387729589.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5387460841.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5388354830.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5387490221.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5387513175.jpg,it was [male] 's first wedding day and he decided to take photos of his future husband . he took this one of the bride and groom on their wedding day . the groom and his bride look beautiful . they decided to have a wedding cake after their first wedding . they made a lovely reception cake and were married to each other . the wedding was beautiful and happy .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17149936.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17149937.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17148553.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17147304.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/17148555.jpg,"the day began with a nice windy wind . there were lots of flags as well . then they stopped to get photos of the day . after that they moved on to see a motorcycle . finally , they flew a plane into the sky ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7502164648.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7502167940.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7502169414.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7502170184.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/7502166372.jpg,"everyone arrived early for the fireworks event . there were so many green fireworks in the sky . they were bright colors , like people thought . some of the fireworks were even more spectacular than others . there were some that were a little louder than others , but everyone enjoyed the fireworks ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4351068729.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4351068719.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4351068717.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4351822044.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4351068725.jpg,we attended a special group get together for a group of people . everyone took photos with their friends and group . everyone got together for pictures . a table set set up to make a scene for the crowd . then it was time for some drinks and food .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4482338138.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4481690955.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4482344194.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4482349014.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4482350160.jpg,there was a military ceremony yesterday . everyone was very eager to see the video . there was a room full of soldiers and a very happy man in the room with pieces of wood . people were awaiting for the end of the video . the head of the video is giving his speech .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/31995289.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/31995346.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/31995378.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/31995413.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/31995618.jpg,[male] and [female] went on a family vacation to location location . [male] had a great time getting the kids to go swimming in the pool . his older kid played a few pool games while the kids played a game of ping pong . [male] was a good sport with his friends and family . it was a good time with all of his family and even his grandparents .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1582719.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1601495.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/18256580.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/18256518.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1612710.jpg,"last night , the sunset was beautiful and i went to the wedding at my friend 's house . we went to a beautiful restaurant nearby to meet our new husband . when we got there , we got together to celebrate . after the wedding , everyone was excited to dance at the reception . we had an elegant reception after and we thank the people there for the romantic cake ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/14354645.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/14354506.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/14354588.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/14354533.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/14354724.jpg,[male] and i had a great time at our family party this weekend . [male] is still awake for most of the night . we decided to take [male] and [male] to hang out . [male] thought it would be a little fun to have some alone time . later on [female] fell asleep inside her favorite chair .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/19730000.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/19730982.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/19730920.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/19730127.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/19730075.jpg,we went to see a band playing a concert . the singer was playing a solo . the drummer was also on the stage . the singer 's brother was an electric guitar player . it was a great time for the singer .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4241985748.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4241455859.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4242293664.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4241577091.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4241594539.jpg,our trip to the market started with a tour of some amazing ancient sculptures . next we visited a local market that sells different kinds of food . we also found locals cooking up some local food . next we walked along the street past some local shops . finally we found a nearby shop and bought some merchandise . the end of our day was relaxing and we stopped to enjoy the fresh ocean air .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4432552129.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4432552775.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4432554133.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4433328732.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4433329372.jpg,everyone got together for a family get together . everyone was set up for some games . my uncle got his new computer and was getting ready to play . there were some people sitting down to play some good games . we had a good night and we ca n't wait to go home .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1789319830.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1788631812.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1788588010.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1789179606.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/1787446975.jpg,"last night , i went to a costume party . some people had really crazy costumes , i got to try them on for the first time . the ladies looked like my favorite one of all time . i brought my friend along , i took pictures of everyone with me . we got to have a lot of fun ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5626785329.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5626792975.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5627386094.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5627393482.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5626887729.jpg,"it was a nice day at the water house . dad was enjoying his beer while on his boat . dad was relaxing by the lake . dad was just relaxing on the water . after a long day , dad and son went to the playground . they got to play with each other before the day was over ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4587372491.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4587376217.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4588003898.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4588011862.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4588014250.jpg,"i went for a walk last weekend and went to see a violinist playing . all of the children seemed to like it and had a great time . the groom looks very handsome with the tiara on . the trees looked so beautiful in the sunlight . the leaves were coming off the trees , which made me happy . i even made my garden one of my favorite flowers ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3626595009.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3626595055.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3626595475.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3627411224.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/3626597027.jpg,"today was [male] 's graduation ceremony . he stood up at the podium with his teachers . his mom posed for a picture to remember the day . he was happy to receive his degree . after the ceremony , the family splashed their juice from the pool ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/147774456.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/147774550.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/147774706.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/147775316.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/147774784.jpg,the church where the couple will be married . the bride and groom walk down the aisle together . the newlyweds start walking down the aisle together . the bride and groom share a dance at the reception . the wedding reception ended with the bride and groom talking with each other .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2582414424.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2582415688.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2582423982.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2582423092.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2582414024.jpg,it is so fun to be outside on a bike . the roads are so gorgeous here . this place is gorgeous and so awesome to take a ride on . the bike ride is very scenic and there are lots of trees all around . after the bike ride i stopped for a drink at the pier . i fell asleep in my car and immediately woke up .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58413375.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58413417.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58413455.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58413542.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58413633.jpg,the costumes are very detailed . the ship is in the background and then people start coming out . the day is young and there are many people there . the outfits are very colorful and dressed in bright red . [female] is in her costume and is being queen of the evening .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6394446.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6394502.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6394587.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6394777.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/6394873.jpg,[male] was extremely hungry . [male] decided to finish his meal quickly . all of his friends were there for the birthday party . everyone started to party and played games . when the party was over everyone got to the music to relax .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5808595429.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5809163792.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5809156380.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5809161236.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5808611567.jpg,my college graduation ceremony was very fun . i got to see a lot of students and their families on base . our military was strong and had good uniform as well . the graduates gave their families thanks for all of the hard work and hard work they do . the graduates posed with their professors before heading out to their college .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58237786.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58237787.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58237784.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58237785.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/58331499.jpg,[female] was getting ready for her wedding party . everyone was having fun and having a great time . [female] 's sister took pictures before the dance . the couple was having a good time and the whole wedding was behind them . the dj was really pulling the band together and had a real good dance .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4946079883.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4946081337.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4946081945.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4946671908.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4946673512.jpg,many people attended the music event . we had a great time to witness the performance . it was a very fun show . the music team played beautiful singing . everyone loved it and we love to see this event .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2140917187.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2140867809.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2140948429.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2140924715.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2141745842.jpg,i went to visit a garden and saw many different plants . the first plant that i noticed were large trees . then i found a pond with lily pads on the water . after that i found a plant that seemed to grow slowly . i also saw another plant that was very bright and inviting .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4331676970.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4330940567.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4331678744.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4331680436.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4330944241.jpg,at a museum we were able to see a museum with all the different works . the cheese cheese was a good source for making it taste good . here is one piece of a basket of jars . there was a part where they had crabs on display . the crabs were some of the best things we saw . there were so many different kinds of crabs .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5883335371.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5883366997.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5889205810.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5889219886.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5889227472.jpg,the koala family are an amazing animal . they have a lake side paradise . they also have a wonderful kangaroo . they are a magical animal . they have all kinds of tasty food .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/26895257.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/26894306.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/26893878.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/26893853.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/26891225.jpg,there were many people at the party last night . many people played some dance moves . many of my friends had a great time . my friend 's and her kid were there with other people . there was nothing but huge screens on the stage that showed pictures of new people .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16181347.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16181705.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16181772.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16182434.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/16182765.jpg,"[female] riding in the parade . one of the cool cars in the parade . marching in different countries , walking in different races . another float in the parade with a crowd , and heading down the street . [female] showing off her car after the parade ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/116077074.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/116077189.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/116077335.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/116077470.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/116077127.jpg,it was a full house party and all the people were having fun . we could n't throw a party without a costume . we wore the two best dressed couples . [female] dressed up in a little red dress . everyone had fun at the party .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4407447206.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4407447408.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4407447586.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4406681433.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4407448074.jpg,these are some old postcards i have around the library . this one is from a play-on video game . it made me think of my life in the military . this one is used in a lot of training . this is a set of little skirmishes that we found in the game .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5903879008.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5903879646.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5903321311.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5903881196.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5903323837.jpg,the crowd gathered for the 4th of july parade . we got to see so many little kids with their cool costumes . there were a lot of veterans in the parade . this is the front of one of the houses we rented . we ended the night with a firework display .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/15071500003.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/15505467568.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/15505657287.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/15688935211.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/15690854395.jpg,there are so many people out on the streets of location . there are many people mingling with each other . people are taking pictures of the huge line of people . people come from all over the city . it is all fun and games and a lot of running .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/20531382.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/20531446.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/20531078.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/21440231.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/20531265.jpg,location location is a wonderful location . you can get food from the local market . the fruits and veggies are delicious . the farmers market is also full of fresh produce . i love the fruits and vegetables . inside the market are many different things you can find .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/692368525.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/693277934.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/692896772.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/692378631.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/692405357.jpg,we had to go to the beach this weekend as well . [male] was afraid of us so we let him eat . he was a pretty good eater . we then headed back down to the lake so he would n't get eaten by bugs that moved away . after a while we had to walk through the lake . we finally made it back to the park where we felt like there was a lot more damage to the trees . i hope to get them cleaned .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4390274340.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4389506277.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4389506231.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4389506207.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4389506193.jpg,"my group was able to get together to have a group meeting . my dad spent most of his time with me while i waited to get his drinks . after our work , my mom brought us all together to take a group picture . we had quite a discussion , and then i brought out my speaker to give a speech . he took a lot of questions from all of us at the meeting ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4970832764.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4970840494.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4970847284.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4970846212.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/4970227495.jpg,we made a poster today for our halloween party . here is a picture of the santa . here is the design we drew right on the edge . here is the slide for everyone . we put the picture on a postcard and you can enjoy it .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/422900036.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/422898082.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/422899179.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/422887509.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/422901031.jpg,"driving up the mountain road down the mountain . an opportunity to drive to the side of the road . a picture of the road back to the house . a beautiful view from the other side of the hill . this is the view from the other side , it looks like the water is just coming up from the rocks ."
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2062389058.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2062392016.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2061602683.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2062394954.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/2062400058.jpg,today was the graduation ceremony for my sister . it was a big ceremony for the organization organization organization organization organization . the students were so happy to finally graduate . we all had to take pictures with friends after the graduation . we all posed for a photo after the ceremony .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5117544781.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5118190978.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5118194632.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5118116468.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5118205330.jpg,[male] played with the doll all day and got his doll in the oven . [male] set off his toy for the day . after that we all went to the house to clean the yard . after that we went to the house where the boy was staying . mom got [male] something to eat .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/860172.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/860175.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/860182.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/860189.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/860191.jpg,the wedding was so beautiful and the bride was so happy to finally be married . [female] was in her wedding dress and she loved how beautiful everyone could see her . the wedding cake was the highlight of the event . she was a great bride and she really loved how her family was able to get a kiss on the head . the white roses on the bride dress was perfect to symbolize her relationship with her groom . the ring ring is an old friend of her that will be ours forever .
https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5691506594.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5690936507.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5691512928.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5691516476.jpg,https://visualstorytelling.s3-ap-northeast-1.amazonaws.com/test_needs/5691519598.jpg,i arrived at the airport early this morning in a strange filled container . it had a plain black bag that could be bought . packing is also necessary . i thought i could buy a sailing bag for my trip to location . i saw a big blue bag that also had green zip zaps .
